,NUTR_CONT4,NUTR_CONT2,NUTR_CONT3,DESC_KOR
594,,,16.0,케미콤보(바삭한 크런치)
595,,,21.0,폭폭치즈L(쫄깃한 클래식)
596,,,18.0,폭폭치즈L(바삭한 크런치)
597,,,16.0,얌얌페페로니L(쫄깃한 클래식)
598,,,15.0,얌얌페페로니L(바삭한 크런치)
599,,,14.0,씨푸드아일랜드 노엣지 R
600,,,15.0,씨푸드아일랜드 해쉬브라운R
601,,,15.0,씨푸드아일랜드 골드R
602,,,14.0,씨푸드아일랜드 크림치즈R
603,,,14.0,씨푸드아일랜드 에그타르트R
604,,,16.0,씨푸드아일랜드 치즈캡 R
605,,,16.0,씨푸드아일랜드 노엣지 L
606,,,17.0,씨푸드아일랜드 해쉬브라운 L
607,,,18.0,씨푸드아일랜드 골드L
608,,,17.0,씨푸드아일랜드 크림치즈 L
609,,,17.0,씨푸드아일랜드 에그타르트 L
610,,,19.0,씨푸드아일랜드 치즈캡 L
611,,,34.0,제주흑도새기 노엣지 R
612,,,18.0,제주흑도새기 해쉬브라운R
613,,,19.0,제주흑도새기 골드R
614,,,18.0,제주흑도새기 크림치즈R
615,,,18.0,제주흑도새기 에그타르트R
616,,,20.0,제주흑도새기 치즈캡 R
617,,,18.0,제주흑도새기 노엣지 L
618,,,19.0,제주흑도새기 해쉬브라운 L
619,,,20.0,제주흑도새기 골드L
620,,,19.0,제주흑도새기 크림치즈 L
621,,,18.0,제주흑도새기 에그타르트 L
622,,,21.0,제주흑도새기 치즈캡 L
623,,,31.0,치즈블라썸 스테이크 노엣지 R
624,,,17.0,치즈블라썸 스테이크 해쉬브라운R
625,,,17.0,치즈블라썸 스테이크 골드R
626,,,17.0,치즈블라썸 스테이크 크림치즈R
627,,,16.0,치즈블라썸 스테이크 에그타르트R
628,,,16.0,치즈블라썸 스테이크 치즈캡 R
629,,,18.0,치즈블라썸 스테이크 노엣지 L
630,,,19.0,치즈블라썸 스테이크 해쉬브라운 L
631,,,20.0,치즈블라썸 스테이크 골드L
632,,,19.0,치즈블라썸 스테이크 크림치즈 L
633,,,18.0,치즈블라썸 스테이크 에그타르트 L
634,,,21.0,치즈블라썸 스테이크 치즈캡 L
635,,,22.0,새우천왕 노엣지(오리진)R
636,,,27.0,새우천왕 치즈캡R
637,,,12.0,새우천왕 해쉬브라운R
638,,,11.0,새우천왕 에그타르트R
639,,,12.0,새우천왕 골드R
640,,,12.0,새우천왕 크림치즈R
641,,,14.0,새우천왕 노엣지(오리진)L
642,,,16.0,새우천왕 치즈캡L
643,,,15.0,새우천왕 해쉬브라운L
644,,,14.0,새우천왕 에그타르트L
645,,,15.0,새우천왕 골드L
646,,,15.0,새우천왕 크림치즈L
647,,,22.0,치우천왕 오리진R
648,,,29.0,치우천왕 치즈캡R
649,,,25.0,치우천왕 해쉬브라운R
650,,,24.0,치우천왕 에그타르트R
651,,,26.0,치우천왕 골드R
652,,,25.0,치우천왕 크림치즈R
653,,,14.0,치우천왕 노엣지L
654,,,17.0,치우천왕 치즈캡L
655,,,15.0,치우천왕 해쉬브라운L
656,,,15.0,치우천왕 에그타르트L
657,,,16.0,치우천왕 골드L
658,,,15.0,치우천왕 크림치즈L
659,,,21.0,트레비앙 해쉬브라운R
660,,,20.0,트레비앙 에그타르트R
661,,,19.0,트레비앙 오리진R
662,,,21.0,트레비앙 골드R
663,,,20.0,트레비앙 크림치즈R
664,,,24.0,트레비앙 치즈캡R
665,,,15.0,트레비앙 해쉬브라운L
666,,,14.0,트레비앙 에그타르트L
667,,,13.0,트레비앙 오리진L
668,,,15.0,트레비앙 골드L
669,,,14.0,트레비앙 크림치즈L
670,,,16.0,트레비앙 치즈캡L
671,,,24.0,러블리피스 해쉬브라운R
672,,,23.0,러블리피스 에그타르트R
673,,,21.0,러블리피스 오리진R
674,,,24.0,러블리피스 골드R
675,,,12.0,러블리피스 크림치즈R
676,,,27.0,러블리피스 치즈캡R
677,,,13.0,러블리피스 해쉬브라운L
678,,,13.0,러블리피스 에그타르트L
679,,,12.0,러블리피스 오리진L
680,,,14.0,러블리피스 골드L
681,,,13.0,러블리피스 크림치즈L
682,,,15.0,러블리피스 치즈캡L
683,,,17.0,스윗피스 해쉬브라운R
684,,,16.0,스윗피스 에그타르트R
685,,,15.0,스윗피스 오리진R
686,,,18.0,스윗피스 골드R
687,,,17.0,스윗피스 크림치즈R
688,,,21.0,스윗피스 치즈캡R
689,,,11.0,스윗피스 해쉬브라운L
690,,,11.0,스윗피스 에그타르트L
691,,,10.0,스윗피스 오리진L
692,,,12.0,스윗피스 골드L
693,,,11.0,스윗피스 크림치즈L
694,,,13.0,스윗피스 치즈캡L
695,,,20.0,로맨틱콤보 해쉬브라운R
696,,,19.0,로맨틱콤보 에그타르트R
697,,,18.0,로맨틱콤보 오리진R
698,,,21.0,로맨틱콤보 골드R
699,,,20.0,로맨틱콤보 크림치즈R
700,,,24.0,로맨틱콤보 치즈캡R
701,,,12.0,로맨틱콤보 해쉬브라운L
702,,,12.0,로맨틱콤보 에그타르트L
703,,,11.0,로맨틱콤보 오리진L
704,,,13.0,로맨틱콤보 골드L
705,,,12.0,로맨틱콤보 크림치즈L
706,,,14.0,로맨틱콤보 치즈캡L
707,,,17.0,포테이토 해쉬브라운R
708,,,16.0,포테이토 에그타르트R
709,,,18.0,포테이토 골드R
710,,,17.0,포테이토 크림치즈R
711,,,13.0,포테이토 해쉬브라운L
712,,,12.0,포테이토 에그타르트L
713,,,13.0,포테이토 골드L
714,,,12.0,포테이토 크림치즈L
715,,,22.0,쉬림프 해쉬브라운R
716,,,21.0,쉬림프 에그타르트R
717,,,20.0,쉬림프 오리진R
718,,,23.0,쉬림프 골드R
719,,,22.0,쉬림프 크림치즈R
720,,,26.0,쉬림프 치즈캡R
721,,,13.0,쉬림프 해쉬브라운L
722,,,13.0,쉬림프 에그타르트L
723,,,12.0,쉬림프 오리진L
724,,,14.0,쉬림프 골드L
725,,,13.0,쉬림프 크림치즈L
726,,,15.0,쉬림프 치즈캡L
727,,,20.0,하프앤하프 해쉬브라운R
728,,,19.0,하프앤하프 에그타르트R
729,,,20.0,하프앤하프 골드R
730,,,19.0,하프앤하프 크림치즈R
731,,,13.0,하프앤하프 해쉬브라운L
732,,,12.0,하프앤하프 에그타르트L
733,,,14.0,하프앤하프 골드L
734,,,13.0,하프앤하프 크림치즈L
735,,,21.0,풀드포크 오리진R
736,,,15.0,풀드포크 오리진L
737,,,25.0,칠리치킨 오리진R
738,,,14.0,칠리치킨 오리진L
739,,,20.0,올댓미트 오리진R
740,,,22.0,올댓미트 오리진L
741,,,21.0,트러플머쉬룸 오리진R
742,,,29.0,트러플머쉬룸 오리진L
743,,,18.0,부라타치즈 오리진R
744,,,26.0,부라타치즈 오리진L
745,,,16.0,찰떡단고감 노엣지R
746,,,16.0,찰떡단고감 노엣지L
747,,,27.0,핫앤핫 노엣지R
748,,,17.0,핫앤핫 노엣지L
749,,,17.0,불고기 오리진R
750,,,22.0,불고기 치즈캡R
751,,,19.0,불고기 오리진L
752,,,15.0,불고기 치즈캡L
753,,,22.0,슈퍼콤보 오리진R
754,,,21.0,슈퍼콤보 패스츄리
755,,,27.0,슈퍼콤보 치즈캡R
756,,,12.0,슈퍼콤보 오리진L
757,,,15.0,슈퍼콤보 치즈캡L
758,,,16.0,포테이토피자 오리진R
759,,,15.0,포테이토피자 패스츄리
760,,,21.0,포테이토피자 치즈캡R
761,,,20.0,포테이토피자 오리진L
762,,,13.0,포테이토피자 치즈캡L
763,,,16.0,치즈스페셜 오리진R
764,,,15.0,치즈스페셜 패스츄리
765,,,21.0,치즈스페셜 치즈캡R
766,,,21.0,치즈스페셜 오리진L
767,,,27.0,치즈스페셜 치즈캡L
768,,,30.0,시카고딥 노엣지R
769,,,18.0,시카고딥 노엣지L
770,,,10.0,페퍼로니 플러스 오리진R
771,,,26.0,페퍼로니 플러스 치즈캡R
772,,,25.0,페퍼로니 플러스 오리진L
773,,,31.0,페퍼로니 플러스 치즈캡L
774,,,22.0,하와이안스페셜 오리진R
775,,,28.0,하와이안스페셜 치즈캡R
776,,,27.0,하와이안스페셜 오리진L
777,,,16.0,하와이안스페셜 치즈캡L
778,,,17.0,트러플베지테리안 오리진R
779,,,23.0,트러플베지테리안 치즈캡R
780,,,23.0,트러플베지테리안 오리진L
781,,,14.0,트러플베지테리안 치즈캡L
782,,,20.0,고르곤졸라R
783,,,15.0,고르곤졸라L
784,,,23.0,불고기샌드
785,,,20.0,쉬골샌드
786,,,22.0,포골샌드
787,,,8.0,치즈추가(샌드)
788,,,19.0,홈샐바
789,,,43.0,홈샐바세트
790,,,19.0,핫오븐치킨
791,,,9.0,핫하프치킨
792,,,94.0,바비큐폭립
793,,,17.0,The 오븐치킨
794,,,9.0,하프치킨(오븐치킨 반마리)
795,,,25.0,BBQ갈비라이스
796,,,25.0,베이컨 크림리조또
797,,,24.0,오븐치즈 베이컨 크림스파게티
798,,,23.0,오븐치즈 미트 스파게티
799,,,24.0,쉬림프 까르보나라
800,,,6.0,스파이시 포테이토
801,,,29.0,베이크윙(4ea)
802,,,58.0,베이크윙(8ea)
803,,,22.0,핫윙(4ea)
804,,,45.0,핫윙(8ea)
805,,,11.0,크리스피 텐더치킨(4ea)
806,,,23.0,크리스피 텐더치킨(8ea)
807,,,5.0,어니언링
808,,,9.0,케이준치킨샐러드
809,,,16.0,홈샐러드(하절기)
810,,,16.0,홈샐러드(동절기)
811,,,6.0,4구 샐러드
812,,,0.0,1회용 피클
813,,,0.0,1회용 갈릭디핑소스
814,,,0.0,1회용 핫소스
815,,,0.0,허니머스타드소스
816,,,14.0,눈꽃치즈피자 L
817,,,17.0,눈꽃치즈피자 R
818,,,13.0,눈꽃치즈피자 (씬)
819,,,18.0,불금피자 L
820,,,19.0,불금피자 R
821,,,16.0,불금피자 (씬)
822,,,14.0,갈릭쉬림프 L
823,,,22.0,갈릭쉬림프 R
824,,,21.0,갈릭쉬림프 (씬)
825,,,16.0,베이컨체다 L
826,,,25.0,베이컨체다 R
827,,,31.0,베이컨체다 (씬)
828,,,14.0,핫치킨 L
829,,,11.0,핫치킨 R
830,,,25.0,핫치킨 (씬)
831,,,19.0,맵피자 L
832,,,15.0,맵피자 R
833,,,15.0,달피자 L
834,,,23.0,달피자 R
835,,,15.0,리얼고구마 L
836,,,19.0,리얼고구마 R
837,,,9.0,리얼고구마 (씬)
838,,,12.0,크림치즈포테이토 L
839,,,15.0,크림치즈포테이토 R
840,,,9.0,크림치즈포테이토 (씬)
841,,,16.0,마불피자 L
842,,,12.0,마불피자 R
843,,,28.0,마불피자 (씬)
844,,,17.0,울트라콤비네이션 L
845,,,13.0,울트라콤비네이션 R
846,,,14.0,울트라콤비네이션 (씬)
847,,,14.0,신세개피자 L
848,,,13.0,신세개피자 R
849,,,24.0,신세개피자 (씬)
850,,,16.0,신세개피자2 L
851,,,14.0,신세개피자2 R
852,,,22.0,신세개피자2 (씬)
853,,,14.0,수퍼수프림 L
854,,,20.0,수퍼수프림 (씬)
855,,,11.0,고구마 L
856,,,30.0,고구마 (씬)
857,,,18.0,불고기 L
858,,,23.0,불고기 (씬)
859,,,13.0,페퍼로니 L
860,,,24.0,페퍼로니 (씬)
861,,,23.0,치즈 L
862,,,23.0,치즈 (씬)
863,,,19.0,핫바비큐 L
864,,,15.0,핫바비큐 R
865,,,18.0,핫바비큐 (씬)
866,,,16.0,씨푸드 L
867,,,13.0,씨푸드 R
868,,,13.0,씨푸드 (씬)
869,,,14.0,포테이토베이컨 L
870,,,11.0,포테이토베이컨 R
871,,,13.0,포테이토베이컨 (씬)
872,,,20.0,파스트라미 L
873,,,16.0,파스트라미 R
874,,,19.0,파스트라미 (씬)
875,,,11.0,맵고달고 L
876,,,9.0,맵고달고 R
877,,,7.0,맵고달고 (씬)
878,,,15.0,국물떡볶이
879,,,29.0,치즈스파게티
880,,,29.0,베이크윙봉
881,,,2.0,콘샐러드
882,,,43.0,달콤닭강정
883,,,34.0,치즈-프라이
884,,,10.0,새우링
885,,,15.0,새우리조또
886,,,24.0,낙지리조또
887,,,24.0,치킨텐더
888,,,8.0,콘버터
889,,,18.0,치즈크러스트
890,,,2.0,고구마 크러스트
891,,,5.0,크림치즈 크러스트
892,,,85.0,전주불백피자R
893,,,116.0,전주불백피자L
894,,,15.0,꿈을피자R
895,,,9.0,꿈을피자L
896,,,15.0,부산피자R
897,,,13.0,부산피자L
898,,,13.0,쉬림프&핫치킨골드피자R
899,,,13.0,쉬림프&핫치킨골드피자L
900,,,9.0,단호박골드피자R
901,,,10.0,단호박골드피자L
902,,,3.0,어깨피자R
903,,,5.0,어깨피자L
904,,,7.0,단호박피자R
905,,,8.0,단호박피자L
906,,,9.0,콤비네이션피자R
907,,,9.0,콤비네이션피자L
908,,,13.0,더너피자 바베킹R
909,,,13.0,더너피자 바베킹L
910,,,10.0,웃음꽃피자R
911,,,16.0,웃음꽃피자L
912,,,9.0,고구마골드피자R
913,,,9.0,고구마골드피자L
914,,,4.0,목동피자R
915,,,8.0,목동피자L
916,,,8.0,고르곤졸라R
917,,,7.0,고르곤졸라L
918,,,8.0,포테이토피자R
919,,,11.0,포테이토피자L
920,,,11.0,베이컨체다치즈피자R
921,,,11.0,베이컨체다치즈피자L
922,,,7.0,불고기피자R
923,,,8.0,불고기피자L
924,,,8.0,야채피자R
925,,,8.0,야채피자L
926,,,7.0,하와이안피자R
927,,,8.0,하와이안피자L
928,,,7.0,페페로니피자R
929,,,8.0,페페로니피자L
930,,,10.0,치즈피자R
931,,,10.0,치즈피자L
932,,,8.0,고구마피자R
933,,,8.0,고구마피자L
934,,,9.0,핫&스파이시치킨피자R
935,,,9.0,핫&스파이시치킨피자L
936,,,11.0,콰트로포르마지오R
937,,,11.0,콰트로포르마지오L
938,,,14.0,쉬림프&안심골드피자R
939,,,14.0,쉬림프&안심골드피자L
940,,,36.0,슈크림치즈스틱
941,,,28.0,로제치즈오븐스파게티
942,,,16.0,치즈볼&바게트스틱
943,,,8.0,치즈볼
944,,,5.0,바게트스틱
945,,,27.0,콘치즈그라탕 L
946,,,13.0,콘치즈그라탕 R
947,,,62.0,버팔로윙 4조각
948,,,62.0,버팔로윙 10조각
949,,,3.0,단호박+고구마샐러드
950,,,27.0,치즈오븐스파게티
951,,,20.0,까르보나라스파게티
952,,,24.0,브래드스틱
953,,,39.0,고구마스틱
954,,,47.0,치즈스틱
955,,,47.0,팥치즈반달빵
956,,,42.0,치킨텐더 6조각
957,,,6.0,스노우칠리감자
958,,,17.0,한턱 쏘시지L
959,,,24.0,한턱 쏘시지M
960,,,18.0,관자네 온 새우L
961,,,25.0,관자네 온 새우M
962,,,18.0,골드랑군L
963,,,25.0,골드랑군M
964,,,18.0,쓰리고L
965,,,25.0,쓰리고M
966,,,17.0,코코쉬림프L
967,,,23.0,코코쉬림프M
968,,,16.0,모모스테이키L
969,,,22.0,모모스테이키M
970,,,25.0,맵뜨락L
971,,,18.0,맵뜨락M
972,,,13.0,비포 (비프앤포크)L
973,,,24.0,비포 (비프앤포크)M
974,,,9.0,토핑들의 수다L
975,,,19.0,토핑들의 수다M
976,,,18.0,웨스틴콤보더블L
977,,,25.0,웨스틴콤보더블M
978,,,15.0,리치킨BBQ L
979,,,21.0,리치킨BBQ M
980,,,16.0,스파이시쉬림프L
981,,,22.0,스파이시쉬림프M
982,,,13.0,베이컨포테이토L
983,,,18.0,베이컨포테이토M
984,,,15.0,콰트로L
985,,,20.0,콰트로M
986,,,14.0,차슈(불갈비)L
987,,,19.0,차슈(불갈비)M
988,,,11.0,슈프림콤비L
989,,,16.0,슈프림콤비M
990,,,13.0,불고기L
991,,,17.0,불고기M
992,,,12.0,스윗고구마L
993,,,17.0,스윗고구마M
994,,,21.0,페페로니L
995,,,15.0,페페로니M
996,,,22.0,멜팅치즈L
997,,,15.0,멜팅치즈M
998,,,12.0,웨지포테이토L
999,,,16.0,웨지포테이토M
1000,,,20.0,넌필수있어L
1001,,,32.0,베이컨의꿈L
1002,,,24.0,걱정말아요허니L
1003,,,35.0,스파이시쉬림프 크러스트 L
1004,,,24.0,스파이시쉬림프 크러스트 M
1005,,,51.0,베이컨포테이토 바이트 L
1006,,,35.0,베이컨포테이토 바이트 M
1007,,,33.0,웨지포테이토 소보로 L
1008,,,23.0,웨지포테이토 소보로 M
1009,,,35.0,불고기 크러스트L
1010,,,24.0,불고기 크러스트M
1011,,,51.0,차슈 바이트L
1012,,,35.0,차슈 바이트M
1013,,,33.0,페페로니 소보로L
1014,,,23.0,페페로니 소보로M
1015,,,33.0,스윗고구마 골드L
1016,,,23.0,스윗고구마 골드M
1017,,,8.0,국물떡볶이
1018,,,102.0,치즈국물떡볶이
1019,,,3.0,모둠튀김
1020,,,1.0,고구마 튀김(5pcs)
1021,,,88.0,순살치킨
1022,,,15.0,새우링(10pcs)
1023,,,13.0,모짜렐라오븐파스타
1024,,,97.0,오븐구이치킨
1025,,,23.0,코코쉬림프(8pcs)
1026,,,8.0,플로리다랑군(7pcs)
1027,,,60.0,버팔로스틱-핫윙(7pcs)
1028,,,35.0,치킨텐더(7pcs)
1029,,,57.0,치즈스틱(7pcs)
1030,,,14.0,베이컨크림파스타
1031,,,25.0,불갈비파스타
1032,,,13.0,미트소스파스타
1033,,,1.0,피클모듬세트
1034,,,1.0,치포틀소스
1035,,,1.0,살사소스
1036,,,1.0,까망베르소스
1037,,,1.0,머스타드소스
1038,,,1.3,꿀 자몽
1039,,,1.6,허니 레몬
1040,,,1.6,복숭아
1041,,,0.3,블루베리 솔베
1042,,,0.4,망고 솔베
1043,,,0.5,딸기 솔베
1044,,,1.5,블루베리 라떼
1045,,,1.6,망고 라떼
1046,,,1.6,딸기 라떼
1047,,,0.5,레몬
1048,,,4.0,바나나 품은 헤이즐넛 초코렛
1049,,,3.7,바나나 속 초코칩
1050,,,4.2,헤이즐넛 초코렛
1051,,,3.7,바나나
1052,,,3.3,카페 모카
1053,,,3.3,민트 초코
1054,,,3.6,바닐라 빈
1055,,,3.2,솔티드 카라멜
1056,,,3.6,바닐라
1057,,,3.2,카라멜
1058,,,4.4,마스카포네치즈
1059,,,4.0,그린티
1060,,,5.4,피넛버터 & 젤리
1061,,,3.8,스트라치아텔라
1062,,,4.4,그린티 티라미수
1063,,,4.2,티라미수
1064,,,3.6,쿠키 & 크림
1065,,,4.3,초코렛
1066,,,5.0,땅콩 바나나
1067,,,1.3,솜사탕
1068,,,3.7,다크초코렛
1069,,,4.1,리코타
1070,,,3.2,크리미 요거트
1071,,,2.6,요거트
1072,,,2.1,화이트 초코렛+레인보우 토핑콘
1073,,,1.5,다크 초코렛+오레오 토핑콘
1074,,,1.5,플레인 와플콘
1075,,,2.8,레드 포레스트
1076,,,3.9,더블 초코 바나나
1077,,,2.4,망고 요거트
1078,,,3.8,솔티드 카초멜리아
1079,,,3.7,카초멜리아
1080,,,2.4,딸기 요거트
1081,,,2.4,블루베리 요거트
1082,,,0.2,케냐 니에리
1083,,,0.2,에티오피아 게라
1084,,,0.2,브라질 만티게이라 BSCA
1085,,,0.2,과테말라 누에보 오리엔테
1086,,,0.6,더치 블랙 - 에티오피아 예가체프
1087,,,0.6,더치 블랙 - 케냐AA
1088,,,6.6,더치 오션
1089,,,6.6,더치 썬셋
1090,,,0.6,에스프레소 블랙 N2
1091,,,6.0,돌체 카푸치노 N2
1092,,,0.3,에스프레소
1093,,,0.5,에스프레소 마끼아또
1094,,,0.4,에스프레소 콘파냐
1095,,,0.6,아메리카노
1096,,,6.6,카페라떼
1097,,,6.6,바닐라 카페라떼
1098,,,6.6,카라멜 카페라떼
1099,,,9.0,헤이즐넛 카페라떼
1100,,,6.6,카푸치노
1101,,,7.7,카페모카
1102,,,6.8,화이트모카
1103,,,9.5,민트모카
1104,,,6.7,카라멜마끼아또
1105,,,0.6,아이스 아메리카노
1106,,,6.3,아이스 카페라떼
1107,,,5.7,아이스 바닐라 카페라떼
1108,,,5.7,아이스 헤이즐넛 카페라떼
1109,,,5.1,아이스 카푸치노
1110,,,6.2,아이스 카페모카
1111,,,5.3,아이스 화이트모카
1112,,,8.0,아이스 민트모카
1113,,,5.8,아이스 카라멜마끼아또
1114,,,7.1,아포가토
1115,,,4.6,다크초코 라떼
1116,,,5.2,민트 초콜릿 라떼
1117,,,3.6,그린티 라떼
1118,,,3.4,홍차라떼
1119,,,4.3,아이스 다크초코 라떼
1120,,,5.0,아이스 민트 초콜릿 라떼
1121,,,5.0,아이스 고구마 라떼
1122,,,3.4,아이스 그린티 라떼
1123,,,2.5,아이스 홍차 라떼
1124,,,0.0,레몬 아이스티
1125,,,0.0,복숭아 아이스티
1126,,,0.0,레몬티
1127,,,0.0,아이스 레몬티
1128,,,0.0,허브티
1129,,,0.0,아이스 허브티
1130,,,0.0,홍차
1131,,,0.0,아이스 홍차
1132,,,0.0,녹차
1133,,,0.0,아이스 녹차
1134,,,2.2,딸기주스
1135,,,3.3,토마토 주스
1136,,,1.0,키위주스
1137,,,3.4,베리&바나나 주스
1138,,,3.6,스위티 파이
1139,,,3.5,마이 몽키
1140,,,5.1,러브 미
1141,,,1.5,레몬에이드
1142,,,1.5,오렌지에이드
1143,,,1.5,자몽에이드
1144,,,20.6,젤라또 쉐이크
1145,,,8.2,플레인 요거트 스무디
1146,,,8.8,딸기 요거트 스무디
1147,,,8.2,블루베리 요거트 스무디
1148,,,6.4,아이스 모카 블렌디모
1149,,,5.8,아이스 카라멜 블렌디모
1150,,,9.0,아이스 그린티 블렌디모
1151,,,10.4,아이스 초콜릿 블렌디모
1152,,,7.0,아이스 민트초코칩 블렌디모
1153,,,5.0,아이스 민트모카 블렌디모
1154,,,11.0,플레인 / 어니언 / 블루베리 베이글
1155,,,10.0,치즈 / 초코칩 / 블루베리 머핀
1156,,,11.8,플레인 에그디쉬
1157,,,11.2,블루베리 에그디쉬
1158,,,18.2,이탈리안 에그디쉬
1159,,,16.0,갈릭 치즈 부기브레드
1160,,,17.0,토마토 치즈 부기브레드
1161,,,19.9,허니브레드
1162,,,24.0,젤라또 브레드
1163,,,10.0,크로크무슈
1164,,,15.0,베이컨 치즈 팟파이
1165,,,27.0,치킨 팟파이
1166,,,13.0,불고기 브리또
1167,,,21.0,핫칠리치킨 브리또
1168,,,8.4,쿠키&크림 번버거
1169,,,8.8,티라미수 번버거
1170,,,9.0,쿠키&크림 번버거 + 아메리카노 SET
1171,,,9.4,티라미수 번버거 + 아메리카노 SET
1172,,,5.4,수플레 치즈케잌
1173,,,4.7,티라미수 케잌
1174,,,6.1,초코무스 케잌
1175,,,5.78,레드벨벳 요거트 롤
1176,,,6.67,그린티 롤
1177,,,11.5,티라미수 샌디
1178,,,10.8,리코타 딸기 샌디
1179,,,11.1,쿠키 & 크림 샌디
1180,,,17.9,클래식 플레인 와플
1181,,,17.2,클래식 블루베리 와플
1182,,,15.2,클래식 마롱 와플
1183,,,20.2,플레인와플&젤라또
1184,,,20.2,블루베리와플&젤라또
1185,,,21.0,초코와플&젤라또
1186,,,21.3,녹차와플&젤라또
1187,,,8.4,까르보나라 젤빙
1188,,,5.0,망고 크림젤빙
1189,,,9.16,망고젤빙
1190,,,13.04,치즈베리 젤빙
1191,,,12.57,밀크팥 젤빙
1192,,,7.6,딸기젤빙
1193,,,130.0,오리지날 팥빙수
1194,,,123.0,요거트빙수
1195,,,18.0,녹차빙수
1196,,,11.0,쿠키&크림빙수
1197,,,8.9,망고빙수
1198,,,21.2,블루베리치즈빙수
1199,4.0,27.1,4.0,못난이찹쌀꽈배기
1200,3.0,37.2,4.9,못난이찹쌀팥도넛
1201,3.2,35.6,4.6,못난이찹쌀유자도넛
1202,7.8,28.4,4.7,못난이찹쌀고구마크림치즈도넛
1203,12.8,33.1,8.2,못난이찹쌀핫도그
1204,10.5,34.0,8.8,못난이찹쌀모짜렐라치즈핫도그
1205,5.9,27.6,7.5,못난이찹쌀모짜렐라치즈도넛
1206,,,9.0,코코스페셜호두과자
1207,,,0.0,코코스페셜코코너츠
1208,,,9.0,선물용 대
1209,,,9.0,선물용 중
1210,,,9.0,선물용 소
1211,,,9.0,미니케이스 럭셔리
1212,,,9.0,미니케이스 대
