,DESC_KOR,NN,category
54819,소다스트림 레몬,스트림,0
54820,소다스트림 애플망고,스트림,0
54821,소다스트림 오렌지,스트림,0
54822,소다스트림 핑크 그레이프플룻,스트림,0
54823,스파클링 피치향 드링크,스파크,144
54824,카다이프,카,135
54825,필로 페스트리,필,0
54826,엑스트라 버진 올리브유,엑스트라,78
54827,이탈리안 발사믹 비니거 드레싱,이탈리안,0
54828,테노베 소면 이보노이토,테노,0
54829,마멀레이드 티크컷,마멀레이드,0
54830,오렌지앤생강 마멀레이드,오렌지,43
54831,"에비베이스(500g,2018.11.20)",베이스,0
54832,유기농 유주레몬 콤부차,유기농,1
54833,미소라면스프,미,16
54834,신 탄탄 카라미소스프,카라,0
54835,잇삥돈부리노타레,nan,0
54836,올리바 데 라루나 유기농 엑스트라 버진 올리브 오일 (500mL),리,108
54837,플래인 피자 베이스,피자,70
54838,에페브 유기농 레몬향 스파클링,유기농,1
54839,에페브 유기농 로즈핑크 스파클링,유기농,1
54840,허쉬 스프레드 초콜릿,허쉬,86
54841,깔라만시 추출액,라만,193
54842,덤덤스 롤리팝스,롤리,0
54843,디에토렐레 딸기 앤 블랙베리 맛 젤리,디,74
54844,디에토렐레 오렌지 앤 레몬 맛 캔디,디,74
54845,"디에토렐레 젤리(자몽,체리,딸기,블랙베리 맛)",디,74
54846,라바짜 커피 캔디,라바짜,0
54847,토론치니 아몬드 누가 소프트,아몬드,32
54848,글라세 자바칩,자바,0
54849,글라세 타로,타로,0
54850,슈프레발트홉 레드카베지,슈프레발트,0
54851,스프링롱하울,nan,0
54852,스프링맥래커버리,스프링,0
54853,스프링일렉트로라이드,스프링,0
54854,스프링카나베리,스프링,0
54855,스프링파워러쉬,스프링,0
54856,스프링힐에이드,스프링,0
54857,벤토 스트립 멕시칸 칠리 플레이버 (12팩),벤토,0
54858,벤토 스트립 바베큐 플레이버,벤토,0
54859,벤토 스트립 와사비 플레이버,벤토,0
54860,벤토 스트립 와사비 플레이버 (12팩),벤토,0
54861,플레인 크레페,플레인,40
54862,핑크 프렌치 크레페,핑크,0
54863,생미쉘 마들렝,nan,0
54864,냉동 바닐라 앤 크림 마들렌(크림브륄레 마들렌),바닐라,38
54865,냉동 시트러스 프루트 마들렌,시트러스,0
54866,쁘띠 버터 마들렌,버터,61
54867,초콜릿 칩 마들렌,초콜릿 칩,0
54868,퓨어 버터 마들렌,퓨어,88
54869,칼라만시 컨센트레이트,칼라,0
54870,동물 초콜렛,nan,0
54871,밀크 초콜릿 코인 - 동물스티커,밀크,25
54872,보물함 코인초콜릿 150g,초콜릿,17
54873,스타벅스 다크초콜릿,스타벅스,0
54874,스타벅스 밀크초콜릿,스타벅스,0
54875,트릭 오어 트리트 버킷 초코,트릭,0
54876,파이어리츠 골드 벨지안스타일 밀크 초콜릿,파이어,0
54877,콩사랑콩단백,nan,0
54878,스테릴가르다 오렌지 스퀴즈 주스,오렌지,43
54879,스테릴가르다 파인애플 스퀴즈 주스,파인애플,96
54880,밀카다미아 바리스타,밀,23
54881,밀카다미아 언스윗틴드,밀,23
54882,밀카다미아 오리지널,밀,23
54883,갈릭 미니롤,릭,76
54884,스톤월키친 더블초콜릿 팬케익 와플 믹스,스톤월,0
54885,스톤월키친 로스티드갈릭 어니언 잼,스톤월,0
54886,스톤월키친 마인 블루베리 체리 쨈,스톤월,0
54887,스톤월키친 메이플시럽,스톤월,0
54888,스톤월키친 버터밀크 팬케이크 앤 와플 믹스,스톤월,0
54889,스톤월키친 블랙빈살사,스톤월,0
54890,스톤월키친 블루베리 팬케이크 앤 와플 믹스,스톤월,0
54891,스톤월키친 블루베리시럽,스톤월,0
54892,스톤월키친 블루베리잼,스톤월,0
54893,스톤월키친 사우어 체리잼,스톤월,0
54894,스톤월키친 스트로베리잼,스톤월,0
54895,스톤월키친 시나몬 애플 팬케이크 앤 와플믹스,스톤월,0
54896,스톤월키친 시나몬애플시럽,스톤월,0
54897,스톤월키친 클래식 무화과 쨈,스톤월,0
54898,스톤월키친 트래디셔날 크레페 믹스,스톤월,0
54899,타로향 파우더,타로,0
54900,로모리 해바라기유,모리,0
54901,닥터존스 롤리팝스-베리 스월,닥터,163
54902,닥터존스 카라멜향-바닐라향 스월 앤 초콜릿 스월,닥터,163
54903,"하찌보노 부드러운 카레(130g,2019.06.29)",보노,0
54904,3KG 커리 알크,KG,0
54905,사우얼솝 넥타,nan,0
54906,노니원액,노니,116
54907,데일리구미 락토스포어,데일리,230
54908,유산균 초코볼,유산,0
54909,키즈 유산균 초코볼,유산,0
54910,냉동금귤쥬스,금귤,0
54911,두유분말,두유,98
54912,나츠카시우동,nan,0
54913,커클랜드 시그니춰 포도씨유,커클랜드,253
54914,썬스위트 프룬주스,nan,0
54915,커클랜드 시그니춰 썬스위트 건자두,커클랜드,253
54916,모나비  액티브,나비,0
54917,수리 칠리 오일,수리,0
54918,스테비아 스위트 칠리 소스,칠리,235
54919,까넬로니 리코타 앤 스피나치 [B09],까,121
54920,뇨끼 모짜렐라 토마토 [F50],레,24
54921,뇨끼 파타타 [F01],타타,0
54922,뇨끼 파타타 스피니치 [F03],타타,0
54923,또뗄로니 리코타 앤 스피나치 (삼색) [S46],코타,269
54924,또뗄리 아스파라거스 [C41],리,108
54925,루네뜨 알 타르투포,타르투포,0
54926,반젤로띠 [C15],젤로,0
54927,지간티 리코타 앤 아스파라거스 [C11],코타,269
54928,탈리올리니 [E01],nan,0
54929,피오치 멜라 에 카넬라,피오,0
54930,수르지바 스파클링 워터 500ML,수르,0
54931,미강유,미,16
54932,블랙초콜릿소스,블랙,54
54933,가비 갈릭 크랙 오일(7698925),가비,0
54934,가비 메디터레이니언 오일(5924037),가비,0
54935,어쏘트먼트 누벨 안느 12조각 (201405),누,0
54936,홀리데이 리미티드 에디션 어쏘티드 초콜릿 캘린더 24개입 (201019),홀리데이,0
54937,동물친구들,nan,0
54938,노니 플러스,노니,116
54939,미스티카,미스,0
54940,래핑카우 체다,핑,205
54941,블랙 트러플향 올리브 오일 (3L),블랙,54
54942,썸머트러플 크림 (270g),크림,28
54943,고와리 소바,와리,0
54944,멘하지메 사누끼우동,하지메,0
54945,로얄 유기농 타히티안 노니 주스,유기농,1
54946,유기농 노니 100%,유기농,1
54947,타히티 오가닉 노니주스,타히티,0
54948,타히티 오가닉 노니주스,타히티,0
54949,노아노아 타히티 노니,노아,0
54950,밀크티 보바 초코 캔디,밀크티,179
54951,반슈 모노가타리 소면,모노가타리,0
54952,반슈 소바,소바,0
54953,자루소바,소바,0
54954,타카오 반슈 소바,카오,0
54955,타카오 소바,카오,0
54956,타카오소바,카오,0
54957,기시보리간장,기시,0
54958,두리안 음료,두리안,0
54959,망고스틴 주스,망고스틴,0
54960,수박 주스,수박,191
54961,코코넛 워터,코코넛,66
54962,코코넛 퓨레,코코넛,66
54963,토로미 컨트롤 에프에스와이-70,토로,0
54964,골든 망고잼,망고,39
54965,크링클컷,nan,0
54966,레드비트주스100,레드,140
54967,리얼퓨어노니주스,리얼,18
54968,메디트리퓨어노니주스100,디,74
54969,퀸즈 노니,노니,116
54970,퓨어 노니,퓨어,88
54971,퓨어그라비올라주스,퓨어,88
54972,퓨어모링가잎주스,퓨어,88
54973,콩도,nan,0
54974,노니주스,노니,116
54975,퓨어 노니,퓨어,88
54976,홋카이도 유데아즈키,홋카이도,0
54977,딸기펀치,딸기,5
54978,레몬 아이스티 믹스,레몬,26
54979,망고펀치,망고,39
54980,복숭아 아이스티 믹스,복숭아,48
54981,복숭아펀치,복숭아,48
54982,브라운슈가 베이스(흑당),브라운,0
54983,블루베리펀치,블루베리,7
54984,석류펀치,펀치,0
54985,오렌지펀치,오렌지,43
54986,청사과펀치,청사,0
54987,청포도펀치,청포도,117
54988,체리펀치,체리,244
54989,키위펀치,키위,0
54990,파인애플펀치,파인애플,96
54991,파인애플향 코코넛,파인애플,96
54992,맛밤,nan,0
54993,쿠다모노야상 믹스젤리,다모,0
54994,쿠다모노야상 하쿠토우 젤리,다모,0
54995,타라미 복숭아맛 젤리,타라,0
54996,타라미 사과맛 젤리,타라,0
54997,타라미 청포도맛 젤리,타라,0
54998,블랙트러플 올리브오일,블랙,54
54999,아르티지아니 엑스트라버진올리브오일&블랙트러플,아르,0
55000,엑스트라 버진 블랙 트러플 오일,엑스트라,78
55001,엑스트라 버진 화이트 트러플 오일,엑스트라,78
55002,오로 화이트 트러플 엑스트라버진 올리브오일,오,64
55003,오로 화이트 트러플 엑스트라버진 올리브오일,오,64
55004,트러플 올리브오일(블랙),올리브,136
55005,트러플 올리브오일(화이트),올리브,136
55006,화이트 트러플 엑스트라버진 올리브오일,화이트,50
55007,화이트트러플 올리브오일,화이트,50
55008,썸머 트러플 엑스트라 버진 올리브 오일,엑스트라,78
55009,타르투피시마 N.19 송로버섯(트러플 7% 함유),타르투,0
55010,트뤼풀랏 타르투포 돌체,타르투포,0
55011,트뤼플랏 비앙코,nan,0
55012,트뤼플랏 피스타치오,피스타치오,0
55013,마카로니,마카로니,0
55014,스파게티,스파게티,162
55015,파스타빌라 로티니,파스타,249
55016,파스타빌라 스파게티,파스타,249
55017,파스타빌라 펜네리가떼,파스타,249
55018,폰테 알레그라 스파클링 워터,폰테,0
55019,담라 뉴 투,nan,0
55020,담라 뉴 투,nan,0
55021,담라 센터필드 츄이 캔디,캔디,90
55022,담라 어소티드 소프트 캔디,소티,0
55023,담라 어소티드 소프트 캔디,소티,0
55024,담라 어소티드 소프트 캔디,소티,0
55025,담라 어소티드 소프트캔디,소티,0
55026,담라 어소티드 소프트캔디 미니,소티,0
55027,담라 어소티드 츄이 캔디,소티,0
55028,담라 츄이 캔디,캔디,90
55029,담라 츄이 캔디 (5634),캔디,90
55030,담라 커피 소프트캔디,커피,84
55031,담라 커피 소프트캔디,커피,84
55032,"담라커피캔디(커피1.96%,합성향료(커피향)0.1%함유)",nan,0
55033,드롭 어소티드 소프트캔디(6가지맛) [NEWBAG-1KG],드,33
55034,미니얌 믹스,미니,4
55035,미니얌 믹스,미니,4
55036,미니얌 츄이 캔디 딸기맛,미니,4
55037,미니얌 츄이 캔디 딸기맛,미니,4
55038,미니얌 츄이 캔디 사워체리맛,미니,4
55039,미니얌 츄이캔디 사과맛,미니,4
55040,미니언즈 담라 어소티드 소프트 캔디,미니언즈,0
55041,밀크플러스 소프트 딸기 캔디,밀크,25
55042,밀크플러스 소프트 바나나 캔디,밀크,25
55043,밀크플러스 소프트 캔디 밀크,밀크,25
55044,커피 인텐스 캔디,커피,84
55045,하베스트 마카다미아,베스트,284
55046,비미 콜라겐드링크,미,16
55047,떼세르 그레이프 프루트 르 오,레,24
55048,떼세르 레몬 농축음료,레몬,26
55049,떼세르 레몬 르 오,레몬,26
55050,떼세르 사과 음료베이스,사과,34
55051,떼세르 선인장 음료베이스,선인장,0
55052,텐구도 가고메 곤부 아메,구도,0
55053,텐구도 소프트 곤부 아메,구도,0
55054,밤 도라야끼,도라,0
55055,밤만쥬,만,0
55056,초코만쥬,초코,2
55057,진가와소면,진가,0
55058,진가와소바,진가,0
55059,진가와히야므키,진가,0
55060,레드구아바 농축액,레드,140
55061,블루베리 농축액,블루베리,7
55062,애플망고 농축액,애플,101
55063,청포도 농축액,청포도,117
55064,허니자몽베이스,허니,55
55065,테라크레타 모나스터리 엑스트라 버진 올리브 오일,테라,0
55066,테라크레타 얼리 하비스트 엑스트라 버진 올리브 오일,테라,0
55067,테라크레타 에스테이트 유기농 엑스트라 버진 올리브 오일,테라,0
55068,테라크레타 에스테이트 플레티넘 0.3 엑스트라 버진 올리브 오일,테라,0
55069,테라크레타 에스테이트 피디오 엑스트라 버진 올리브 오일,테라,0
55070,테라크레타 플레티넘 0.3 엑스트라 버진 올리브 오일,테라,0
55071,유기농 듀럼밀 세몰리나 라디아토리,유기농,1
55072,유기농 듀럼밀 세몰리나 링귀네,유기농,1
55073,유기농 듀럼밀 세몰리나 스파게티,유기농,1
55074,유기농 듀럼밀 세몰리나 펜네,유기농,1
55075,라자니아,라자,0
55076,라자니아 알 우오보,라자,0
55077,마카로니,마카로니,0
55078,부카티니,부카티니,0
55079,스파게티,스파게티,162
55080,스파게티,스파게티,162
55081,스파게티 글루텐 프리,스파게티,162
55082,스피가도로 스파게티,스파게티,162
55083,오징어먹물스파게티,오징어,77
55084,이탈리아 캄파니아 스파게티,이탈리아,0
55085,카세레체 몰리자네,카,135
55086,파르팔레,파르팔레,0
55087,페투첼레,nan,0
55088,페투치네,페투치네,0
55089,펜네 리가떼,펜네,0
55090,펜네리가테 글루텐 프리,펜네,0
55091,푸실리 글루텐 프리,푸실리,0
55092,초콜릿스프링클 (버미셀리),초콜릿,17
55093,라이스 버미셀리,라이스,122
55094,라이스스틱,라이스,122
55095,부드럽게 맛있는 쌀국수,쌀국수,281
55096,쌀국수,쌀국수,281
55097,쌀국수(1mm),쌀국수,281
55098,쌀편,nan,0
55099,타이 누들,타이,0
55100,타이 코코넛 검은깨 맛,타이,0
55101,타이 코코넛 아몬드 맛,타이,0
55102,타이 코코넛 현미맛,타이,0
55103,미강유,미,16
55104,타이노니퀸,타이,0
55105,와이와이 쌀국수,와이,0
55106,와이와이버미셀리,와이,0
55107,아담 스파클링 애플,아담,0
55108,이브 스파클링 애플,이브,0
55109,쌀국수(라이스 스틱),쌀국수,281
55110,피닉스브랜드 빈버미셀리,피닉스,0
55111,피닉스브랜드 빈버미셀리,피닉스,0
55112,시즈닝 소이빈소스 그린캡,이빈,0
55113,냉동쌀국수,쌀국수,281
55114,다크 초콜릿 72%,다크,42
55115,밀크 초콜릿,밀크,25
55116,벨지안 트러플 오리지날,벨,280
55117,벨지안 프랄린스-100g,벨,280
55118,파인골드 밀크초콜릿,골드,72
55119,프랄린 아몬드 초콜릿,프랄린,0
55120,프랄린 에스프레소 초콜릿,프랄린,0
55121,프랄린 크런치 초콜릿,프랄린,0
55122,헤이즐넛 크런치 밀크초콜릿,크런치,0
55123,10' 화이트 초콜릿 라즈베리 치즈케익,화이트 초콜릿,0
55124,9' 화이트 초콜릿 라즈베리 치즈케익,화이트 초콜릿,0
55125,그랜드 치즈케익 셀렉션,랜드,0
55126,오! 프리미엄 엑스트라버진 올리브오일-블랙 (250ml),프리미엄,30
55127,오! 프리미엄 엑스트라버진 올리브오일-화이트 (250ml),프리미엄,30
55128,어스베스트 유기농 파우치 2차 이유식 고구마와 사과,어스,0
55129,어스베스트 유기농 파우치 2차 이유식 바나나 블루베리,어스,0
55130,어스베스트 유기농 파우치 2차 이유식 서양호박과 배,어스,0
55131,어스베스트 유기농 파우치 3차 이유식 호박 크랜베리 사과,어스,0
55132,유기농 현미 분말 이유식,유기농,1
55133,벨지안 초콜릿 케이크,벨,280
55134,캐롯 케이크,캐롯,0
55135,아이스 브레이커스 페퍼민트향,아이스,9
55136,아이스브레이커스 듀오 수박,아이스,9
55137,아이스브레이커스 베리스플래시향&딸기향,아이스,9
55138,허쉬 밀크초콜릿 자이언트바,허쉬,86
55139,허쉬 밀크초콜릿 자이언트바,허쉬,86
55140,허쉬 스페셜 다크 초콜릿 자이언트 바,허쉬,86
55141,허쉬 스페셜 다크 초콜릿 자이언트 바,허쉬,86
55142,허쉬 쿠키앤크림,허쉬,86
55143,허쉬 쿠키앤크림,허쉬,86
55144,허쉬 쿠키앤크림 자이언트바,허쉬,86
55145,지프 엑스트라 크런치 피넛 버터,지프,0
55146,스머커스 딸기잼 907g,딸기,5
55147,스머커스 딸기프리저브 510g,기프,0
55148,스머커스 스위트 오렌지잼,오렌지,43
55149,스머커스 스퀴즈 딸기잼,딸기,5
55150,스머커스 포도잼 510g,nan,0
55151,네추럴 뮤즐리,추,0
55152,네추럴 뮤즐리,추,0
55153,슈퍼베리 그래놀라,슈퍼,99
55154,조단스 청키 트레디셔널 포리지,디,74
55155,조단스 청키 트레디셔널 포리지 오트밀,디,74
55156,조단스 퀵앤크리미 포리지,앤,83
55157,컨트리 크리스피 딸기맛,컨트리,0
55158,컨트리 크리스피 딸기맛,컨트리,0
55159,컨트리 크리스피 딸기맛,컨트리,0
55160,컨트리 크리스피 레이즌,컨트리,0
55161,컨트리 크리스피 초코릿맛,컨트리,0
55162,트로피칼 후르츠 그래놀라,트로피,0
55163,후르츠 앤 너츠 뮤즐리,앤,83
55164,후르츠 앤 너츠 뮤즐리,앤,83
55165,테디 땅콩버터-수퍼청키(땅콩 100% 함유),테디,0
55166,테디 땅콩버터-수퍼청키(땅콩 99.2% 함유),테디,0
55167,테디 땅콩버터-스무스(땅콩 100% 함유),테디,0
55168,테디 땅콩버터-스무스(땅콩 99% 함유),테디,0
55169,WS 엑스트라버진 올리브유(8578783),엑스트라,78
55170,히알로콜라겐(젤리),nan,0
55171,아르젠티나 브랜드 콘드비프(175g),아르,0
55172,퀘이커 오츠,퀘이커,0
55173,스키틀즈,스키틀즈,0
55174,코코넛 워터,코코넛,66
55175,코코넛 워터,코코넛,66
55176,쌀국수,쌀국수,281
55177,후티우코,후티,0
55178,팬 드 나란자 오렌지와 아몬드,드,33
55179,팬 드 히고 무화과와 아몬드,드,33
55180,밀크 초콜릿 브라질,밀크,25
55181,어소트 다크초콜릿,다크,42
55182,프리지 팝 드롭스,프리,0
55183,라이스 버미셀리,라이스,122
55184,자몽시럽 위드 펄프,시럽,0
55185,"파인애플시럽(파인애플주스5%,파인애플과육0.83%,파인애플향0.33%함유)",파인애플,96
55186,딸기 다이스,딸기,5
55187,딸기 다이스 그래뉼,딸기,5
55188,딸기 파우더,딸기,5
55189,딸기 홀,딸기,5
55190,라즈베리 다이스 그래뉼,라즈베리,152
55191,라즈베리 파우더,라즈베리,152
55192,라즈베리 홀,라즈베리,152
55193,블루베리 다이스 그래뉼,블루베리,7
55194,블루베리 파우더,블루베리,7
55195,블루베리 홀,블루베리,7
55196,사워체리 홀,nan,0
55197,빙홍차 음료,홍차,0
55198,가리비형 화권,가리비,0
55199,눈사람모양 찐빵,눈사람,0
55200,뉴 야채춘권,춘권,0
55201,달콤 팥춘권,춘권,0
55202,딤섬야채춘권,딤섬,0
55203,애플파이,애플파이,0
55204,지마구,마구,0
55205,찐빵 판다,판다,0
55206,카레 사모사,사모사,0
55207,향원 꽃모양빵,nan,0
55208,화권,nan,0
55209,산자수하(1.25L),수하,0
55210,타코야끼(1KG),코야,0
55211,감자납작면(콴펀),nan,0
55212,훠궈면,훠궈,0
55213,훠궈면(분모자),훠궈,0
55214,훠궈면(분모자),훠궈,0
55215,깔라만시 원액,라만,193
55216,깔라만시주스,라만,193
55217,패션후르츠주스,nan,0
55218,쌀국수,쌀국수,281
55219,피져 미니,미니,4
55220,신선초음료,음료,0
55221,다크 초콜릿 핫 코코아 (13218/147788),다크,42
55222,다크 초콜릿 핫 코코아 (7463),다크,42
55223,밀크 초콜릿 핫 코코아 (13220),밀크,25
55224,밀크 초콜릿 핫 코코아 (7462),밀크,25
55225,카라시스미소,카라,0
55226,소금버터 빵,소금,0
55227,팥빵,nan,0
55228,훗카이도크림피스 빵,훗카이도,0
55229,딸기 식초사이다,딸기,5
55230,찰스톤츄,nan,0
55231,투시팝 미니어쳐,투시,0
55232,투시롤,투시,0
55233,후르티 딸기레몬에이드 맛,딸기,5
55234,후르티 레몬라임 맛,레몬,26
55235,이지케토 방탄커피,이지,0
55236,아미노 바이탈 퍼펙트 에너지,아미,0
55237,소프트 투론,소프트,185
55238,아몬드 투론,아몬드,32
55239,아티산 굴라쉬 믹스넛트,아티,0
55240,아티산 굴라쉬 아몬드,아티,0
55241,아티산 굴라쉬 헤즐넛,아티,0
55242,엑설런스 하드 아몬드,하드,0
55243,라즈베리시럽,라즈베리,152
55244,아마레나 체리 인 시럽,아마,0
55245,아마레나 체리 인 시럽,아마,0
55246,스플랜디드 알폰시노 라이스키트,드,33
55247,사바 비타민나무열매 주스 100%,사바,0
55248,트라블릿 커피 익스트렉트,커피,84
55249,커클랜드 시그니춰 유기농 스트로베리 스프레드,커클랜드,253
55250,라이스페이퍼,라이스,122
55251,라이스페이퍼,라이스,122
55252,100% 이탈리안 엑스트라 버진 올리브오일,이탈리안,0
55253,아리올리 올리브오일,아리,0
55254,엑스트라 버진 올리브오일,엑스트라,78
55255,포도씨유,포도씨유,0
55256,포마스 올리브오일,마스,0
55257,커클랜드 시그니춰 애플쥬스,커클랜드,253
55258,링곤베리 드링크 컨센트레이트(3244701),링고,0
55259,블랙커런트 앤 블루베리 앤 아세로라 오트 스무디,블랙,54
55260,유기농 링곤베리 잼(3244501),유기농,1
55261,모히또맛 음료,음료,0
55262,유믹스 피나콜라다맛 에이드,유,112
55263,치포레 페퍼 타입,포레,0
55264,유기농 프리미엄노니쥬스,유기농,1
55265,동물모양구미,구미,236
55266,라스베리향하트모양구미,nan,0
55267,망고&패션프루츠 구미젤리,구미,236
55268,미니베어 구미젤리,미니,4
55269,바나나&오렌지 구미젤리,바나나,51
55270,베어 구미젤리,베어,0
55271,베어리스타오가닉젤리,베어,0
55272,복숭아 구미젤리,복숭아,48
55273,사우어 감자튀김 모양 구미젤리,우어,0
55274,사우어 감자튀김모양 구미젤리,우어,0
55275,사우어 복숭아 하트모양 구미젤리,우어,0
55276,사우어 수박 구미젤리,우어,0
55277,사우어 수박 구미젤리,우어,0
55278,사우어 프루츠쥬스 만다린 구미젤리,우어,0
55279,사우어 피치 하트 구미젤리,우어,0
55280,생쥐모양구미,생쥐,0
55281,슈퍼베어 구미젤리,슈퍼,99
55282,슈퍼프루츠 구미젤리,구미,236
55283,슈퍼프르츠 구미젤리,구미,236
55284,스트로베리 구미젤리,스트로,87
55285,아이스버그 구미젤리,아이스,9
55286,유기농곰모양구미,유기농,1
55287,유기농콜라바틀모양구미,유기농,1
55288,유기농포도모양구미,유기농,1
55289,유기농후르티스틱모양구미,유기농,1
55290,유기농후르티정글구미,유기농,1
55291,유니콘 구미젤리,유니콘,0
55292,자몽&오렌지 구미젤리,오렌지,43
55293,젝트 미니베어 구미젤리,미니,4
55294,젤라틴프리유기농곰모양구미,젤라틴,0
55295,젤라틴프리유기농후르티웜즈구미,젤라틴,0
55296,카라멜 진저브레드맨모양 구미젤리,카라멜,59
55297,트롤리 미니버거모양 젤리,트롤,0
55298,트롤리디노렉스,트롤,0
55299,트롤리사우어글로웜즈,트롤,0
55300,트롤리상어모양구미,트롤,0
55301,트롤리키스,트롤,0
55302,트롤리플레이마우스,트롤,0
55303,트윈스 구미젤리,트윈스,0
55304,프로그 구미젤리,프로,0
55305,프로세코 베어 구미젤리,프로세코,0
55306,프로세코 베어 구미젤리,프로세코,0
55307,프루츠스낵 과일모양 구미젤리,구미,236
55308,프루츠스낵 망고&패션프루츠 구미젤리,구미,236
55309,프루츠스낵 바나나&오렌지 구미젤리,바나나,51
55310,프루츠스낵 복숭아 구미젤리,복숭아,48
55311,프루츠스낵 스트로베리 구미젤리,스트로,87
55312,프루츠스낵 자몽&오렌지 구미젤리,오렌지,43
55313,프루츠쥬스 미니베어 구미젤리,미니,4
55314,프루츠쥬스 바이시클 구미젤리,이,187
55315,프루츠쥬스 베어 구미젤리,베어,0
55316,프루츠쥬스 크리스마스 믹스 구미젤리,크리스마스,0
55317,프루츠쥬스 트윈스 구미젤리,트윈스,0
55318,허니비 구미젤리,허니,55
55319,히르니스 구미젤리,구미,236
55320,히르니스 구미젤리,구미,236
55321,트롤리 플래닛 구미,트롤,0
55322,트롤리 플래닛 구미,트롤,0
55323,수아노니,아,45
55324,리고 오렌지 마멀레이드,오렌지,43
55325,트로피칼 오렌지 마멀레이드,트로피,0
55326,트러플린 블랙 트러플 올리브오일,린,0
55327,트러플린 화이트 트러플 올리브오일,린,0
55328,G7 3IN1 인스턴트커피,G7,0
55329,레전드 까페 수아다 225G,레전드,0
55330,그라비올라주스100%,비올라,0
55331,레드비트주스100%,레드,140
55332,오리지날 노니주스,노니,116
55333,현미원현미유,미원현,0
55334,현미유,nan,0
55335,쌀마그네슘분말,마그네슘,0
55336,토로미 파워 스마일,토로,0
55337,커피후아후아,아,45
55338,푸루리아지와이커피모찌캔디,nan,0
55339,푸루리유즈하치미츠모찌캔디,nan,0
55340,냉동노니주스,노니,116
55341,라바쉬 피자 베이스 라운드,라바,0
55342,터키 브레드롤 / 130g,터키,0
55343,올리오 엑스트라 베르지네 디 올리바 가르다 디오피,엑스트라,78
55344,엑스트라버진올리브오일과 레몬,엑스트라,78
55345,엑스트라버진올리브오일과 바질,엑스트라,78
55346,엑스트라버진올리브오일과 트러플,엑스트라,78
55347,트러플향 발사믹 소스,발사,0
55348,초코 크로아상,초코,2
55349,마누카 프로폴리스 캔디,누,0
55350,월병,월병,0
55351,고올레산 해바라기유,올레산,0
55352,올림피아해바라기유,올림피아,0
55353,지룩스 라임쥬스 음료,라임,0
55354,브로콜리,브로콜리,219
55355,모링가종자오일,nan,0
55356,필드데이 유기농 딸기 스프레드,데이,0
55357,필드데이 유기농 블루베리 스프레드,데이,0
55358,다크코코아분말,다크,42
55359,사하라 다크 디스크 초콜렛,사하라,0
55360,센트라메리카 S.I 블루 디스크,센트,0
55361,센트라메리카 S.I 옐로우 레몬 디스크,센트,0
55362,아리바 다크 다이아몬드 72% (AQ49DB),아리,0
55363,아리바 다크 드롭스 (AQ49GF),아리,0
55364,아리바 다크 초콜릿 (AQ49LJ),아리,0
55365,아리바 다크 초콜릿 57% (AQ49BH),아리,0
55366,아리바 다크 초콜릿 디스크 54% (AQ49UT),아리,0
55367,아리바 다크 초콜릿 디스크 60% (AQ49DD),아리,0
55368,아리바 밀크 초콜릿 (AQ49DL),아리,0
55369,아리바 화이트 초콜릿 (AQ48AA),아리,0
55370,아리바다크디스크,아리,0
55371,아리바다크디스크 32/34,아리,0
55372,아리바밀크디스크 36/38,아리,0
55373,아리바비터코코아22/24,아리,0
55374,아리바화이트다이아몬드,아리,0
55375,아리바화이트디스크,아리,0
55376,카라벨라 그란 리피에노 코코아(AX44RD),카라,0
55377,카라벨라 그란 리피에노 헤이즐넛 (AX44RO),카라,0
55378,카라벨라 그란 리피에노(AX44RD),카라,0
55379,카라벨라 다크 (AX48YF),카라,0
55380,카라벨라 다크 드롭,카라,0
55381,카라벨라 다크 디스크,카라,0
55382,카라벨라 밀크 디스크,카라,0
55383,카라벨라 커버 카카오,카라,0
55384,카라벨라 커버 코코아 (AX52ZB),카라,0
55385,카라벨라 크런치 모라 (AX52GH),카라,0
55386,카라벨라 크림 카카오,카라,0
55387,카라벨라 크림 카카오 (AX44LA),카라,0
55388,카리베 다크 드롭스 (AX39GO),카,135
55389,커클랜드 시그니춰 시우라나 엑스트라버진 올리브유,커클랜드,253
55390,마자 맹고(1.5L),1.5,0
55391,포켓후르츠시트러스(20KG),nan,0
55392,코코넛밀크,코코넛,66
55393,코코넛워터,코코넛,66
55394,코코넛워터 망고,코코넛,66
55395,코코넛워터 워터멜론,코코넛,66
55396,리저브,nan,0
55397,베지터블 기히,nan,0
55398,냉동오렌지주스,오렌지,43
55399,페니,페니,0
55400,수박쥬스,수박,191
55401,엑스오 클래식 커피 캔디 (1400G),오,64
55402,엑스오 클래식 커피 캔디 (1470G),오,64
55403,엑스오 클래식 커피 캔디 (161G),오,64
55404,마카로니,마카로니,0
55405,스파게티,스파게티,162
55406,스파게티,스파게티,162
55407,파스타,파스타,249
55408,교사꾸라 미소,미소,0
55409,모로미미소,모로,0
55410,시로고시미소,시로,0
55411,고세 디 타르투포 비안코,고세,0
55412,트러플 드롭스,드,33
55413,씨투 레몬향,레몬,26
55414,씨투 사과향,nan,0
55415,씨투음료,음료,0
55416,씨투음료,음료,0
55417,엑스트라 버진 올리브 오일 오페라 마스트라 (4277),엑스트라,78
55418,엑스트라버진 올리브유,엑스트라,78
55419,테르 델 아바치아 엑스트라 버진 올리브 오일(4278),아바,0
